1433050647 0 0 1 0 0 0 0 0 0 0
1433051673 0 0 2 0 0 0 0 0 0 0
1433052823 0 0 3 0 0 0 0 0 0 0
1433057231 0 0 4 0 0 0 0 0 0 0
1434025992 1 0 4 0 0 0 0 0 0 0
1434026125 2 0 4 0 0 0 0 0 0 0
1434036625 3 0 4 0 0 0 0 0 0 0
1434036883 4 0 4 0 0 0 0 0 0 0
1434036896 5 0 4 0 0 0 0 0 0 0
1434038209 6 0 4 0 0 0 0 0 0 0
1434124120 7 0 4 0 0 0 0 0 0 0
1434139161 7 0 5 0 0 0 0 0 0 0
1434139200 7 0 6 0 0 0 0 0 0 0
1434154660 8 0 6 0 0 0 0 0 0 0
1434154676 9 0 6 0 0 0 0 0 0 0
1434156022 10 0 6 0 0 0 0 0 0 0
1434620928 10 0 6 0 0 0 0 0 1 0
1434638568 10 1 6 0 0 0 0 0 1 0
1434765972 11 1 6 0 0 0 0 0 1 0
1434766104 12 1 6 0 0 0 0 0 1 0
1434961788 12 2 6 0 0 0 0 0 1 0
1436949042 12 2 6 0 0 0 0 1 1 0
1436962441 12 3 6 0 0 0 0 1 1 0
1437922490 12 3 6 0 0 0 1 1 1 0
1437966137 13 3 6 0 0 0 1 1 1 0
1439350574 13 3 6 0 1 0 1 1 1 0
1439350645 13 3 6 0 2 0 1 1 1 0
1439357898 13 4 6 0 2 0 1 1 1 0
1439358074 13 5 6 0 2 0 1 1 1 0
1439926213 13 5 7 0 2 0 1 1 1 0
1439926247 13 5 8 0 2 0 1 1 1 0
1445583396 13 5 8 0 2 0 1 1 1 1
1445603624 13 6 8 0 2 0 1 1 1 1
1446697868 13 6 8 1 2 0 1 1 1 1
1446704937 13 7 8 1 2 0 1 1 1 1
1446762948 13 7 8 2 2 0 1 1 1 1
1446786281 13 8 8 2 2 0 1 1 1 1
1447049738 13 8 8 3 2 0 1 1 1 1
1447049763 13 9 8 3 2 0 1 1 1 1
1450873262 13 10 8 3 2 0 1 1 1 1
1451347012 13 10 9 3 2 0 1 1 1 1
1451347200 13 10 10 3 2 0 1 1 1 1
1452208179 13 10 10 3 2 1 1 1 1 1
1452501752 13 11 10 3 2 1 1 1 1 1
