1433050647 0 0 2 0 0 0 0 0 0 0
1433051673 0 0 395 0 0 0 0 0 0 0
1433052823 0 0 582 0 0 0 0 0 0 0
1433057231 0 0 583 0 0 0 0 0 0 0
1434025992 30 0 583 0 0 0 0 0 0 0
1434026125 30 0 583 0 0 0 0 0 0 0
1434036625 36 0 583 0 0 0 0 0 0 0
1434036883 43 0 583 0 0 0 0 0 0 0
1434036896 43 0 583 0 0 0 0 0 0 0
1434038209 345 0 583 0 0 0 0 0 0 0
1434124120 1082 0 583 0 0 0 0 0 0 0
1434139161 1082 0 590 0 0 0 0 0 0 0
1434139200 1082 0 592 0 0 0 0 0 0 0
1434154660 1922 0 592 0 0 0 0 0 0 0
1434154676 1922 0 592 0 0 0 0 0 0 0
1434156022 1929 0 592 0 0 0 0 0 0 0
1434620928 1929 0 592 0 0 0 0 0 1 0
1434638568 1929 0 592 0 0 0 0 0 1 0
1434765972 1940 0 592 0 0 0 0 0 1 0
1434766104 1947 0 592 0 0 0 0 0 1 0
1434961788 1947 1 592 0 0 0 0 0 1 0
1436949042 1947 1 592 0 0 0 0 1 1 0
1436962441 1947 1 592 0 0 0 0 1 1 0
1437922490 1947 1 592 0 0 0 10 1 1 0
1437966137 1947 1 592 0 0 0 10 1 1 0
1439350574 1947 1 592 0 1 0 10 1 1 0
1439350645 1947 1 592 0 2 0 10 1 1 0
1439357898 1947 1 592 0 2 0 10 1 1 0
1439358074 1947 1 592 0 2 0 10 1 1 0
1439926213 1947 1 594 0 2 0 10 1 1 0
1439926247 1947 1 595 0 2 0 10 1 1 0
1445583396 1947 1 595 0 2 0 10 1 1 3
1445603624 1947 1 595 0 2 0 10 1 1 3
1446697868 1947 1 595 1 2 0 10 1 1 3
1446704937 1947 1 595 1 2 0 10 1 1 3
1446762948 1947 1 595 4 2 0 10 1 1 3
1446786281 1947 1 595 4 2 0 10 1 1 3
1447049738 1947 1 595 6 2 0 10 1 1 3
1447049763 1947 1 595 6 2 0 10 1 1 3
1450873262 1947 2 595 6 2 0 10 1 1 3
1451347012 1947 2 603 6 2 0 10 1 1 3
1451347200 1947 2 606 6 2 0 10 1 1 3
1452208179 1947 2 606 6 2 230 10 1 1 3
1452501752 1947 2 606 6 2 230 10 1 1 3
